party_size,QSO,redshift_guess,biggest_boi_z,vel_disp,radius,logmass,center_ra,center_dec,biggest_boi_gal_ra,biggest_boi_gal_dec,center_diff_mpc,member_ids
3,J0226+0015,0.35296875497818325,0.3494243,434.27875527748006 km / s,0.47554728663794493 Mpc,13.541018537631139,36.55068405360174,0.24950840009310873,36.55075073,0.251679987,0.040052623315028735 Mpc,"[0     J022601.51+001532.5._03
10    J022612.15+001357.5._03
12    J022612.18+001506.0._01
Name: id, dtype: object]"
3,J0226+0015,0.2977290367314558,0.2978321,82.10966884351586 km / s,0.5454572807064169 Mpc,12.153837005022785,36.534891777290134,0.2591854270913186,36.51005936,0.26017001300000003,0.40884518542015885 Mpc,"[1     J022602.41+001536.6._01
3     J022607.08+001612.7._01
18    J022617.99+001447.5._02
Name: id, dtype: object]"
3,J0809+4619,0.5209718160124183,0.5209032,170.96243529961782 km / s,0.4460492822060432 Mpc,12.703471896788509,122.30295296450747,46.331767967698475,122.3273163,46.33452988,0.3942891142330133 Mpc,"[30    J080905.28+461944.8._01
39    J080913.54+461954.1._02
49    J080918.56+462004.3._03
Name: id, dtype: object]"
3,J0809+4619,0.5327041584291947,0.5301170999999999,64.25117503448554 km / s,0.2425109703073517 Mpc,11.588781199118236,122.31687903499255,46.342665123149544,122.3260574,46.32632828,0.4099305197415455 Mpc,"[40    J080913.68+462032.5._04
44    J080916.16+462034.8._02
47    J080918.25+461934.8._02
Name: id, dtype: object]"
5,J0843+4117,0.5417371951503273,0.5398155,360.04584297820315 km / s,0.722004609960654 Mpc,13.559543233348503,130.94180181203413,41.31918505114113,130.9745178,41.32067108,0.5807582189335815 Mpc,"[57     J084340.92+411951.6._05
61     J084342.77+411946.2._05
75     J084345.42+411617.2._04
86     J084349.02+411751.5._06
103    J084353.88+411914.4._04
Name: id, dtype: object]"
8,J0843+4117,0.8074845843484586,0.8070989000000001,503.8134162083585 km / s,0.8386772935155622 Mpc,13.916422002399445,130.97425934059447,41.28617593038986,130.974472,41.28392029,0.06307156672222673 Mpc,"[59     J084341.89+411628.9._04
73     J084345.02+411911.4._06
78     J084346.70+411845.1._05
99     J084352.98+411626.9._06
102    J084353.87+411702.1._05
104    J084353.98+411917.1._06
106    J084354.06+411701.4._04
108    J084354.25+411631.2._05
Name: id, dtype: object]"
3,J0843+4117,0.593428070299212,0.5934164000000001,587.4728056954765 km / s,0.4896173058758222 Mpc,13.816119956232788,130.961451280711,41.332694263615686,130.9360504,41.33399963,0.471335122535602 Mpc,"[69     J084344.65+412002.4._05
90     J084350.43+411952.4._06
117    J084357.34+411958.1._06
Name: id, dtype: object]"
4,J0843+4117,0.5792058361883476,0.5800295999999999,741.130979407261 km / s,0.6160718164183764 Mpc,14.117708936759303,130.95881108631767,41.3051377438819,130.9388275,41.32926178,0.6925436901812984 Mpc,"[74     J084345.32+411945.3._04
84     J084348.40+411646.7._05
97     J084352.49+411825.8._04
101    J084353.55+411812.7._04
Name: id, dtype: object]"
4,J0843+4117,0.30078200850870773,0.30411409999999994,774.4812148770999 km / s,0.36306714026127324 Mpc,13.92629638200052,130.97815849582517,41.284090614165954,130.9750214,41.27563095,0.14549831498045593 Mpc,"[79     J084346.79+411735.0._06
105    J084354.01+411632.3._06
110    J084355.09+411542.2._06
111    J084355.19+411819.9._04
Name: id, dtype: object]"
3,J0843+4117,0.45516674179359207,0.4546481,100.59593301093065 km / s,0.2937173137685766 Mpc,12.061378054471833,130.96034217368071,41.30717442533482,130.9620056,41.31864929,0.24820588956443937 Mpc,"[88     J084349.68+411820.3._06
93     J084350.88+411907.1._05
116    J084357.22+411759.5._05
Name: id, dtype: object]"
4,J0843+4117,0.5916072039864853,0.5902814000000001,310.0460245915281 km / s,0.3761479637639749 Mpc,13.146498710366645,130.98443927849465,41.27790222943924,130.9602509,41.27318954,0.4623393372398707 Mpc,"[91     J084350.46+411623.5._04
109    J084354.53+411655.1._04
119    J084358.82+411640.5._04
123    J084400.09+411640.9._05
Name: id, dtype: object]"
5,J0914+2823,0.5100122242489847,0.5093191,150.76630517177458 km / s,0.7520359746396579 Mpc,12.821134860383285,138.70592950953696,28.389861457069074,138.7068634,28.41184998,0.5033450096284552 Mpc,"[136    J091435.68+282229.9._01
155    J091446.86+282238.5._02
161    J091449.43+282312.6._02
162    J091449.65+282442.7._02
164    J091451.82+282413.0._03
Name: id, dtype: object]"
4,J0914+2823,0.6001283237580554,0.5993769,210.4741084339208 km / s,0.4752470294288141 Mpc,12.9116044288259,138.65284780113646,28.389869443798077,138.6569824,28.38467979,0.15706069860002936 Mpc,"[137    J091436.16+282334.9._02
138    J091436.21+282335.1._03
141    J091437.68+282304.8._02
151    J091443.73+282159.6._01
Name: id, dtype: object]"
3,J0914+2823,0.22761953805008855,0.2282073,240.27501987336456 km / s,0.251752369433876 Mpc,12.750678471226582,138.6947433540538,28.413870286498835,138.6757355,28.41416931,0.22641968877730564 Mpc,"[149    J091442.18+282451.0._02
153    J091446.58+282503.4._02
163    J091451.54+282359.6._03
Name: id, dtype: object]"
3,J0914+2823,0.3108068251239951,0.31114390000000003,561.4205251140576 km / s,0.44549509983645014 Mpc,13.735707164391489,138.68815694907914,28.386133557029524,138.6894531,28.38530922,0.023841491589075694 Mpc,"[150    J091442.85+282231.7._01
152    J091445.47+282307.1._01
154    J091446.65+282534.2._01
Name: id, dtype: object]"
5,J0935+0204,0.22574778213048693,0.22557,358.71761577068156 km / s,0.4025263840445176 Mpc,13.302587421515414,143.80311168839773,2.0877402497238267,143.8110657,2.089780092,0.11043159248548431 Mpc,"[168    J093510.25+020630.5._09
170    J093511.63+020440.4._07
172    J093512.82+020542.9._07
174    J093514.06+020302.8._07
177    J093514.66+020523.2._07
Name: id, dtype: object]"
3,J0935+0204,0.35318012573681584,0.3495139,822.0843914831577 km / s,0.3401254094698518 Mpc,13.949759543533107,143.82331241403696,2.0863583423160184,143.8101044,2.082890034,0.2516893774364515 Mpc,"[176    J093514.43+020458.4._08
181    J093516.87+020523.2._08
197    J093523.24+020511.0._08
Name: id, dtype: object]"
5,J0935+0204,0.4248022225348835,0.4247206,136.63079844809084 km / s,0.30944937229167885 Mpc,12.349974479470843,143.84016357733339,2.0788133826795905,143.8456879,2.07288003,0.16748516463364543 Mpc,"[186    J093518.97+020500.9._09
191    J093521.13+020318.1._09
192    J093521.14+020451.0._07
195    J093522.96+020422.4._07
199    J093524.25+020444.4._09
Name: id, dtype: object]"
3,J0935+0204,0.26235769928599767,0.26235590000000003,0.9201273020458339 km / s,0.15471800895647564 Mpc,7.705524363304442,143.84628159987363,2.0842220547071175,143.84616090000003,2.084709883,0.0075589319581334385 Mpc,"[187    J093519.30+020445.0._09
196    J093523.08+020505.0._07
198    J093523.92+020511.2._07
Name: id, dtype: object]"
3,J0943+0531,0.35282568878733955,0.34987,655.9707824671318 km / s,0.2454700801315825 Mpc,13.61205521706931,145.87725794946448,5.530813871311777,145.86251830000003,5.5437397960000006,0.3603675203576696 Mpc,"[207    J094327.00+053237.5._02
209    J094330.48+053144.9._01
210    J094330.61+053118.1._02
Name: id, dtype: object]"
4,J0943+0531,0.5486168773246273,0.5488166,60.440454606204995 km / s,0.39107765523775706 Mpc,11.74320610796053,145.89216308006942,5.51299483874922,145.8968048,5.500989914,0.30539794642643087 Mpc,"[213    J094332.32+053152.3._03
214    J094333.06+052954.2._03
218    J094335.23+053003.6._03
220    J094335.83+053122.0._01
Name: id, dtype: object]"
5,J1001+5944,0.3742051177051762,0.3755545,51.016126529871144 km / s,0.5688901390254302 Mpc,11.758731028946558,150.21989425437454,59.73465525428852,150.1678925,59.74748993,0.5582834513509644 Mpc,"[224    J100040.30+594451.0._12
227    J100047.12+594351.1._10
228    J100048.71+594409.8._11
250    J100106.36+594409.4._12
252    J100107.84+594401.1._10
Name: id, dtype: object]"
7,J1001+5944,0.2821399279398376,0.281961,227.87300270008683 km / s,0.5353871986951582 Mpc,13.032341393854589,150.30168389480494,59.736017609566304,150.3014374,59.76086044,0.3936250497089242 Mpc,"[235    J100054.87+594436.7._10
241    J100100.76+594258.0._12
257    J100109.85+594447.3._10
261    J100112.34+594539.1._10
263    J100113.55+594412.8._12
265    J100115.26+594333.5._12
270    J100125.65+594325.6._12
Name: id, dtype: object]"
6,J1001+5944,0.3042969558390405,0.3050435,240.0750518356186 km / s,0.26566115918382893 Mpc,12.77330978673964,150.26072983762975,59.723169852533445,150.2586212,59.71730042,0.0996189150353009 Mpc,"[237    J100057.19+594233.8._11
239    J100100.42+594254.7._10
243    J100102.07+594302.3._11
245    J100103.47+594418.1._11
246    J100103.73+594406.6._11
251    J100106.62+594333.6._12
Name: id, dtype: object]"
15,J1016+4706,0.16592465623560587,0.16504000000000002,726.2560273933645 km / s,0.41544731779837357 Mpc,13.928983119727542,154.09761808007713,47.09866413082325,154.0986938,47.07994843,0.19775972735461889 Mpc,"[276    J101614.74+470515.3._13
278    J101614.77+470630.3._15
282    J101618.77+470839.6._14
285    J101620.10+470618.6._15
286    J101620.51+470625.9._13
287    J101620.89+470621.3._14
292    J101623.68+470447.8._13
294    J101623.78+470516.5._14
300    J101624.85+470501.5._15
301    J101625.10+470548.3._15
306    J101626.29+470458.4._13
315    J101630.21+470615.4._14
319    J101630.82+470521.3._13
325    J101639.05+470613.8._15
326    J101641.53+470628.9._15
Name: id, dtype: object]"
4,J1016+4706,0.4851721116980586,0.48641,388.28196156311554 km / s,0.7991384124444748 Mpc,13.669204097301346,154.09359203633923,47.091705967521804,154.0614929,47.08995056,0.4883812035564697 Mpc,"[277    J101614.76+470523.8._13
288    J101621.07+470340.8._13
293    J101623.77+470532.0._14
316    J101630.37+470740.9._14
Name: id, dtype: object]"
3,J1016+4706,0.671666707117636,0.6716651,5.027139909605434 km / s,0.7483007799189905 Mpc,9.865005803051467,154.1203637807816,47.10058612285998,154.071228,47.10023117,0.8708413091876711 Mpc,"[280    J101617.09+470600.8._13
317    J101630.40+470629.8._13
323    J101637.36+470603.3._15
Name: id, dtype: object]"
4,J1016+4706,0.47391709392833065,0.4760639,455.71223330553465 km / s,0.440068504891036 Mpc,13.549189322818924,154.10570679486705,47.13061647622547,154.1277466,47.14640045,0.4787481383519877 Mpc,"[281    J101617.28+470801.1._14
299    J101624.84+470741.5._14
307    J101626.31+470745.8._13
318    J101630.66+470847.0._15
Name: id, dtype: object]"
3,J1016+4706,0.7253089288572913,0.7268903,384.4577974819056 km / s,0.5168663501593678 Mpc,13.471363266960768,154.1034933403374,47.125184454613624,154.1074371,47.12100983,0.13321061361105524 Mpc,"[295    J101623.83+470732.7._13
303    J101625.79+470715.6._13
324    J101637.39+470740.9._13
Name: id, dtype: object]"
3,J1022+0132,0.30635380746650953,0.30636,49.823274227083125 km / s,0.20176510050950291 Mpc,11.287998238087518,155.56002724101546,1.5180504989389132,155.5600586,1.518239975,0.0032222435335531848 Mpc,"[328    J102209.16+013140.6._03
333    J102214.40+013104.3._02
334    J102214.41+013105.7._01
Name: id, dtype: object]"
3,J1022+0132,0.5339065370487902,0.5337263000000001,92.17046631377323 km / s,0.4821948323634357 Mpc,12.200693781992866,155.59064858175324,1.5557886026069019,155.5907898,1.5572999719999998,0.03555141296424195 Mpc,"[340    J102215.98+013126.4._03
352    J102221.72+013315.7._03
353    J102221.79+013326.3._01
Name: id, dtype: object]"
4,J1022+0132,0.4788853753697485,0.4788655,96.22351642437532 km / s,0.4256346803900126 Mpc,12.183887115248169,155.59412047901347,1.527781470635246,155.5936584,1.494019985,0.746806925710699 Mpc,"[350    J102221.16+013119.7._02
361    J102222.48+012938.5._02
363    J102222.66+013157.0._04
367    J102225.03+013144.6._02
Name: id, dtype: object]"
3,J1022+0132,0.7784035483669927,0.7785279,211.36513504003636 km / s,0.32625040460533994 Mpc,12.75190542261562,155.60450987266597,1.4942203950293533,155.6061096,1.495270014,0.052689307329322935 Mpc,"[360    J102222.46+013051.7._02
366    J102224.96+012935.2._04
368    J102225.46+012943.0._02
Name: id, dtype: object]"
3,J1059+2517,0.25235006153416994,0.25235860000000004,132.99019217487657 km / s,0.18648443087653868 Mpc,12.106569467480105,165.0111356171468,25.24652942971075,164.99295,25.228969600000006,0.35182302846648783 Mpc,"[405    J105958.31+251344.3._03
410    J110002.60+251452.9._02
417    J110006.57+251442.8._03
Name: id, dtype: object]"
10,J1112+3539,0.44934989907228845,0.44944,652.1737772900967 km / s,0.43644447797189273 Mpc,13.856943329129395,165.014694,35.66131752251155,165.014694,35.6804314,0.40803067182833663 Mpc,"[419    J111231.19+354049.6._19
421    J111231.90+353827.2._20
423    J111232.70+354036.2._21
431    J111236.43+354030.3._20
434    J111237.17+354047.6._19
438    J111240.03+354041.0._21
440    J111241.46+353856.0._21
443    J111245.74+353822.3._20
445    J111246.36+353844.2._21
449    J111248.63+353847.6._21
Name: id, dtype: object]"
6,J1133+0327,0.23642335944929524,0.2361899,202.15525003583167 km / s,0.08966020454289765 Mpc,12.152257435271391,165.014694,3.4497255816983583,165.014694,3.44202995,0.10722418386857346 Mpc,"[450    J113315.65+032647.5._05
453    J113321.09+032714.1._07
454    J113322.44+032712.0._05
459    J113325.21+032647.3._05
460    J113326.77+032631.3._05
462    J113328.16+032717.6._07
Name: id, dtype: object]"
3,J1133+0327,0.46771822094406984,0.4676846,17.193235872562784 km / s,0.37628639216676374 Mpc,10.634521416347468,165.014694,3.4554187083422065,165.014694,3.45331001,0.04603875510666545 Mpc,"[451    J113317.88+032711.9._06
456    J113322.78+032828.7._05
467    J113330.54+032624.6._05
Name: id, dtype: object]"
3,J1133+0327,0.24638568583633094,0.2467184,76.34302585189234 km / s,0.26090441662391234 Mpc,11.770307830159812,165.014694,3.444143116769419,165.014694,3.42185998,0.3201417181443799 Mpc,"[465    J113329.37+032649.7._06
466    J113329.51+032518.7._06
470    J113331.17+032729.4._08
Name: id, dtype: object]"
4,J1134+2555,0.4250564195890389,0.4293519,910.3030196784903 km / s,0.08806793044548428 Mpc,13.45147741833665,165.014694,25.92288209633744,165.014694,25.9309006,0.16576636960396396 Mpc,"[476    J113445.85+255520.6._06
478    J113448.33+255551.2._07
484    J113453.95+255524.3._08
487    J113454.31+255522.1._07
Name: id, dtype: object]"
3,J1134+2555,0.6823326397461326,0.6861904000000001,37.14685365127767 km / s,0.07194602335718978 Mpc,10.585138524757815,165.014694,25.90501567520825,165.014694,25.9049892,0.0006937468181190323 Mpc,"[482    J113452.40+255418.0._08
491    J113455.71+255418.1._06
499    J113458.59+255437.7._06
Name: id, dtype: object]"
